Age,Avg_BPM,BMI,Calories_Burned,Experience_Level,Fat_Percentage,Gender,Height (m),Max_BPM,Resting_BPM,Session_Duration (hours),Water_Intake (liters),Weight (kg),Workout_Frequency (days/week),Workout_Type
45,131,26.08,1102.0,3,11.4,Male,1.76,183,54,1.7,3.5,80.8,4,Yoga
28,128,24.89,1242.0,3,16.7,Female,1.5,193,56,1.94,2.7,56.0,5,Strength
21,132,29.89,944.0,1,24.3,Male,1.84,181,50,1.3,3.3,101.2,2,Yoga
32,167,22.96,1378.0,3,15.7,Female,1.57,170,72,1.65,2.7,56.6,4,HIIT
23,145,13.36,594.0,1,25.2,Female,1.75,167,61,0.82,2.1,40.9,3,Yoga
47,157,46.94,598.0,1,28.7,Male,1.65,198,60,0.77,3.5,127.8,2,Cardio
55,161,15.92,927.0,1,30.5,Female,1.76,194,73,1.28,2.0,49.3,2,Strength
19,132,24.2,1234.0,3,18.0,Female,1.63,197,57,1.87,2.7,64.3,5,Cardio
32,158,18.79,1025.0,2,29.3,Male,1.62,167,74,1.18,2.5,49.3,3,Strength
28,147,24.01,500.0,1,31.7,Female,1.62,196,55,0.68,1.9,63.0,2,Strength
25,138,14.74,711.0,2,31.9,Female,1.67,186,71,1.03,2.4,41.1,3,Yoga
43,143,13.38,965.0,2,32.9,Female,1.74,187,51,1.5,2.2,40.5,3,HIIT
22,138,27.05,691.0,1,21.2,Male,1.62,199,68,0.91,3.5,71.0,2,HIIT
23,168,23.21,1336.0,3,16.8,Female,1.62,193,69,1.59,2.7,60.9,5,Cardio
43,132,23.48,1117.0,3,19.8,Female,1.66,191,69,1.88,2.7,64.7,4,Yoga
21,132,17.44,706.0,2,34.2,Female,1.71,174,73,1.07,2.2,51.0,3,HIIT
36,147,18.42,1213.0,3,19.4,Female,1.77,176,63,1.65,2.7,57.7,4,Strength
37,121,23.22,992.0,2,24.5,Male,1.82,192,50,1.49,2.8,76.9,4,Strength
50,129,25.7,1181.0,3,14.3,Male,1.77,175,59,1.85,3.5,80.5,4,Yoga
37,141,24.21,726.0,2,25.5,Female,1.74,188,65,1.03,2.4,73.3,3,Cardio
29,132,19.88,878.0,2,26.5,Female,1.57,168,53,1.33,2.6,49.0,3,Yoga
18,128,29.5,725.0,1,24.1,Male,1.97,192,60,1.03,2.6,114.5,3,Cardio
43,152,25.56,1189.0,3,12.4,Male,1.78,188,65,1.58,3.5,81.0,5,Yoga
31,133,17.27,811.0,2,27.6,Female,1.76,172,69,1.22,1.8,53.5,4,Strength
55,167,18.46,637.0,1,23.6,Male,1.68,180,50,0.77,3.0,52.1,3,Yoga
54,139,30.34,475.0,1,26.6,Female,1.52,180,65,0.76,2.1,70.1,2,HIIT
28,134,27.43,951.0,2,24.9,Male,1.78,164,68,1.29,3.7,86.9,4,HIIT
53,151,23.7,815.0,2,27.9,Male,1.76,169,70,1.09,2.8,73.4,3,Yoga
30,152,32.66,1104.0,2,26.6,Male,1.66,165,71,1.32,2.1,90.0,4,Cardio
20,136,23.25,1287.0,3,10.5,Male,1.92,172,58,1.72,3.5,85.7,5,Cardio
50,143,29.3,470.0,1,29.9,Female,1.55,160,58,0.73,2.7,70.4,2,Strength
23,149,19.73,942.0,2,27.0,Male,1.71,179,58,1.15,3.4,57.7,3,Strength
27,132,24.44,494.0,1,25.3,Male,1.76,167,66,0.68,2.3,75.7,3,Cardio
22,166,26.75,1519.0,3,17.0,Female,1.52,169,61,1.83,2.7,61.8,5,Yoga
40,167,25.92,1497.0,3,13.1,Male,1.76,168,74,1.63,3.5,80.3,5,Strength
27,135,36.95,950.0,2,29.7,Male,1.68,162,62,1.28,3.5,104.3,3,Cardio
19,121,26.32,883.0,2,25.9,Female,1.58,170,57,1.46,1.9,65.7,3,Cardio
30,136,31.32,494.0,1,23.9,Male,1.96,171,65,0.66,2.6,120.3,2,Yoga
57,151,21.06,713.0,2,29.1,Female,1.57,169,67,1.05,2.6,51.9,3,HIIT
19,162,23.98,1336.0,3,17.9,Female,1.57,184,50,1.65,2.7,59.1,5,Cardio
37,127,21.84,876.0,2,26.5,Female,1.75,184,50,1.38,2.1,66.9,4,Strength
18,122,21.84,573.0,1,26.8,Female,1.75,170,61,0.94,1.7,66.9,2,Yoga
54,131,28.56,921.0,2,22.9,Male,1.66,195,55,1.42,2.6,78.7,3,Yoga
26,139,24.07,1307.0,3,19.8,Female,1.61,198,58,1.88,2.7,62.4,4,Yoga
34,135,34.92,713.0,1,27.3,Male,1.71,185,72,0.96,3.2,102.1,2,HIIT
26,133,12.97,549.0,1,26.6,Male,2.0,173,54,0.75,2.3,51.9,2,HIIT
28,135,14.57,980.0,2,28.2,Male,2.0,198,65,1.32,3.0,58.3,4,Strength
32,168,24.36,1783.0,3,10.6,Male,1.92,199,67,1.93,3.5,89.8,4,Strength
41,162,30.19,634.0,1,28.6,Male,1.83,160,66,0.79,3.2,101.1,2,Yoga
55,168,40.09,640.0,1,25.9,Male,1.72,163,67,0.77,2.6,118.6,3,Strength
52,152,24.78,895.0,1,23.4,Male,1.85,189,50,1.19,3.2,84.8,2,Cardio
47,149,25.54,531.0,1,28.2,Male,1.77,171,68,0.72,3.5,80.0,3,HIIT
48,131,21.83,681.0,2,28.0,Male,1.83,194,71,1.05,2.8,73.1,4,Yoga
22,134,41.56,914.0,2,28.5,Male,1.68,172,57,1.24,2.7,117.3,3,Yoga
31,137,26.47,863.0,2,26.2,Female,1.71,190,52,1.26,1.8,77.4,4,Cardio
28,147,26.14,831.0,2,34.7,Female,1.67,197,74,1.13,2.2,72.9,3,Cardio
26,142,31.64,816.0,1,34.6,Female,1.5,182,54,1.15,2.6,71.2,2,Cardio
51,133,33.61,1027.0,3,11.8,Male,1.62,163,72,1.56,3.5,88.2,4,Cardio
29,149,23.33,976.0,2,25.7,Female,1.8,175,57,1.31,1.9,75.6,4,Yoga
52,152,23.79,1135.0,3,15.8,Female,1.56,166,68,1.66,2.7,57.9,4,HIIT
52,164,28.28,753.0,2,34.9,Female,1.58,181,67,1.02,2.0,70.6,3,HIIT
18,134,44.1,693.0,1,25.6,Male,1.64,188,67,0.94,2.7,118.6,3,Cardio
57,126,14.07,705.0,2,23.6,Male,1.99,170,70,1.13,3.0,55.7,3,Strength
39,134,27.18,656.0,1,22.9,Male,1.94,192,50,0.89,2.4,102.3,3,Yoga
46,161,20.76,1044.0,2,22.6,Male,1.87,188,64,1.31,3.4,72.6,4,HIIT
25,165,22.6,784.0,1,31.6,Female,1.68,198,67,0.95,1.9,63.8,2,Cardio
28,157,24.13,479.0,1,29.2,Female,1.67,171,74,0.61,2.3,67.3,3,Strength
58,165,23.75,1463.0,3,19.8,Female,1.58,166,56,1.97,2.7,59.3,4,Strength
54,163,28.68,836.0,1,31.8,Female,1.57,198,65,1.14,2.1,70.7,3,Cardio
31,130,30.43,1230.0,3,14.0,Male,1.69,185,65,1.72,3.5,86.9,4,Yoga
47,148,27.2,557.0,1,22.9,Male,1.9,199,64,0.76,3.0,98.2,3,HIIT
52,150,24.23,965.0,2,20.8,Male,1.62,168,55,1.3,2.3,63.6,4,Strength
38,144,16.01,727.0,2,29.9,Female,1.68,193,58,1.01,2.4,45.2,3,HIIT
54,143,44.66,736.0,2,23.1,Male,1.62,172,56,1.04,2.3,117.2,4,HIIT
22,138,35.47,1017.0,1,22.0,Male,1.74,195,63,1.34,2.2,107.4,2,Strength
36,121,18.65,514.0,1,34.5,Female,1.78,184,60,0.85,2.2,59.1,2,Cardio
31,141,19.82,402.0,1,29.4,Female,1.64,183,70,0.57,2.4,53.3,3,Strength
43,139,17.39,812.0,1,21.7,Male,1.63,176,65,1.18,2.1,46.2,2,Strength
21,152,25.85,1104.0,2,22.0,Male,1.61,161,74,1.32,2.1,67.0,3,Yoga
42,127,27.55,1113.0,3,11.4,Male,1.77,172,55,1.77,3.5,86.3,4,HIIT
59,144,30.66,1418.0,3,15.0,Male,1.67,190,71,1.99,3.5,85.5,5,Cardio
42,165,20.07,1127.0,2,22.7,Male,1.87,188,65,1.38,3.4,70.2,3,HIIT
35,128,48.43,718.0,2,23.3,Male,1.62,187,69,1.02,3.4,127.1,4,Strength
57,153,27.11,723.0,2,31.6,Female,1.67,186,65,1.05,1.8,75.6,3,Cardio
25,142,22.99,852.0,1,27.9,Female,1.65,174,61,1.2,2.2,62.6,3,Cardio
56,124,23.79,1066.0,3,16.1,Female,1.53,190,66,1.91,2.7,55.7,5,Cardio
57,144,31.74,862.0,2,21.6,Male,1.74,199,54,1.21,2.8,96.1,3,Cardio
31,127,29.23,883.0,2,28.1,Female,1.62,174,74,1.39,2.3,76.7,4,Yoga
49,135,16.01,762.0,1,21.1,Male,1.89,192,62,1.14,3.5,57.2,2,Cardio
55,167,21.34,992.0,2,20.2,Male,1.81,179,57,1.2,2.1,69.9,4,Strength
50,164,21.67,760.0,2,33.0,Female,1.77,171,73,1.03,2.4,67.9,3,Yoga
40,134,25.14,1445.0,3,10.7,Male,1.87,196,54,1.96,3.5,87.9,5,Strength
32,120,26.22,818.0,2,27.8,Male,1.98,168,61,1.24,2.8,102.8,3,Strength
50,141,23.02,838.0,1,33.0,Female,1.5,182,58,1.32,2.2,51.8,3,HIIT
42,122,23.41,1005.0,3,17.7,Female,1.57,167,52,1.83,2.7,57.7,4,Cardio
34,157,23.28,636.0,1,28.1,Female,1.69,191,52,0.81,2.3,66.5,3,Cardio
50,133,36.8,764.0,2,21.5,Male,1.61,173,50,1.16,3.6,95.4,4,Strength
19,155,27.03,907.0,1,32.4,Female,1.6,186,74,1.17,1.6,69.2,3,Cardio
31,137,23.88,699.0,2,31.0,Female,1.67,184,71,1.02,1.5,66.6,4,Yoga
57,166,30.63,1290.0,3,13.3,Male,1.65,172,67,1.57,3.5,83.4,4,HIIT
57,160,14.3,1001.0,1,25.1,Female,1.75,180,73,1.39,1.7,43.8,2,Cardio
56,137,22.48,1227.0,3,19.6,Female,1.69,190,61,1.99,2.7,64.2,5,Cardio
23,122,16.8,354.0,1,25.7,Female,1.62,196,58,0.58,2.7,44.1,2,Yoga
23,129,23.93,1327.0,3,11.8,Male,1.91,164,58,1.87,3.5,87.3,5,HIIT
20,168,21.48,1035.0,2,24.0,Male,1.6,172,67,1.12,3.2,55.0,4,Yoga
24,158,28.77,1364.0,3,10.0,Male,1.74,187,67,1.57,3.5,87.1,4,Strength
25,166,25.69,1260.0,1,25.0,Male,1.61,184,56,1.38,3.0,66.6,2,Strength
59,120,19.5,929.0,3,18.8,Female,1.76,194,53,1.72,2.7,60.4,5,Cardio
32,146,37.74,883.0,2,28.2,Male,1.83,198,62,1.1,2.1,126.4,3,HIIT
46,146,33.38,542.0,1,28.8,Male,1.63,166,66,0.75,3.5,88.7,2,Strength
